unit_id	expected_status	first_pass_expected_status	label_source	text	rendered	note	conceptual_note
ja_cc_level2:0000000029:u0009:synthetic_review:031	Fix	Review	synthetic_bad_reading_injected	国内の老舗工場との共同開発はもちろん、時には海外の生産者との直接交渉により、その素材の確かな品質を直接見て確認したうえで選定しておりますので、全てにおいて自信を持っておススメできる商品をご提供しております。	国内/コクナイ の/ノ 老舗/シニセ 工場/コウジョウ と/ト の/ノ 共同/キョウドウ 開発/カイハツ は/ハ もちろん/モチロン 、/、 時/ジ に/ニ は/ハ 海外/カイガイ の/ノ 生産者/セイサンシャ と/ト の/ノ 直接/チョクセツ 交渉/コウショウ に/ニ より/ヨリ 、/、 その/ソノ 素材/ソザイ の/ノ 確か/タシカ な/ナ 品質/ヒンシツ を/ヲ 直接/チョクセツ 見/ミ て/テ 確認/カクニン し/シ た/タ うえ/ウエ で/デ 選定/センテイ し/シ て/テ おり/オリ ます/マス の/ノ で/デ 、/、 全て/スベテ に/ニ おい/オイ て/テ 自信/ジシン を/ヲ 持っ/モッ て/テ お/オ ススメ/ススメ できる/デキル 商品/ショウヒン を/ヲ ご/ゴ 提供/テイキョウ し/シ て/テ おり/オリ ます/マス 。/。	Synthetic wrong reading for standalone 時. Original annotation had 時/トキ; the eval row intentionally changes it to 時/ジ.	Manual split of Review: concrete yomi error is present and should be repairable from the available unit/context.
ja_cc_level2:0000000030:u0001:synthetic_review:032	Fix	Review	synthetic_bad_reading_injected	ちょっと俗物的な話題で恐縮だが、今日は失敗しにくいプレゼントのコツを書いてみたい。	ちょっと/チョット 俗物/ゾクブツ 的/テキ な/ナ 話題/ワダイ で/デ 恐縮/キョウシュク だ/ダ が/ガ 、/、 今日/コンニチ は/ハ 失敗/シッパイ し/シ にくい/ニクイ プレゼント/プレゼント の/ノ コツ/コツ を/ヲ 書い/カイ て/テ み/ミ たい/タイ 。/。	Synthetic contextually wrong reading for 今日. Original annotation had 今日/キョウ; the eval row intentionally changes it to 今日/コンニチ.	Manual split of Review: concrete yomi error is present and should be repairable from the available unit/context.
ja_cc_level2:0000000030:u0032:synthetic_review:033	Fix	Review	synthetic_bad_reading_injected	人にご飯を奢る、ということだ。	人/ジン に/ニ ご飯/ゴハン を/ヲ 奢る/オゴル 、/、 と/ト いう/イウ こと/コト だ/ダ 。/。	Synthetic wrong reading for standalone 人. Original annotation had 人/ヒト; the eval row intentionally changes it to 人/ジン.	Manual split of Review: concrete yomi error is present and should be repairable from the available unit/context.
ja_cc_level2:0000000030:u0038:synthetic_review:034	Fix	Review	synthetic_bad_reading_injected	もう忘れてしまっている人も多い気がする。	もう/モウ 忘れ/ワスレ て/テ しまっ/シマッ て/テ いる/イル 人/ジン も/モ 多い/オオイ 気/キ が/ガ する/スル 。/。	Synthetic wrong reading for standalone 人. Original annotation had 人/ヒト; the eval row intentionally changes it to 人/ジン.	Manual split of Review: concrete yomi error is present and should be repairable from the available unit/context.
ja_cc_level2:0000000030:u0043:synthetic_review:035	Fix	Review	synthetic_bad_reading_injected	「やる気だけはあります」とリアルに聞くと笑顔になってしまう。	「/「 やる気/ヤルキ だけ/ダケ は/ハ あり/アリ ます/マス 」/」 と/ト リアル/リアル に/ニ 聞く/ブンル と/ト 笑顔/エガオ に/ニ なっ/ナッ て/テ しまう/シマウ 。/。	Synthetic wrong on-yomi-like reading for 聞く. Original annotation had 聞く/キク; the eval row intentionally changes it to 聞く/ブンル.	Manual split of Review: concrete yomi error is present and should be repairable from the available unit/context.
ja_cc_level2:0000000030:u0054:synthetic_review:036	Fix	Review	synthetic_bad_reading_injected	これがかなり良い効果が出ている。	これ/コレ が/ガ かなり/カナリ 良い/ヨイ 効果/コウカ が/ガ 出/シュツ て/テ いる/イル 。/。	Synthetic wrong reading for 出る. Original annotation had 出/デ; the eval row intentionally changes it to 出/シュツ.	Manual split of Review: concrete yomi error is present and should be repairable from the available unit/context.
ja_cc_level2:0000000030:u0067:synthetic_review:037	Fix	Review	synthetic_bad_reading_injected	「つまらない」というのが口癖のように出ていて、それに対する父親の返答だ。	「/「 つまら/ツマラ ない/ナイ 」/」 と/ト いう/イウ の/ノ が/ガ 口癖/クチグセ の/ノ よう/ヨウ に/ニ 出/シュツ て/テ い/イ て/テ 、/、 それ/ソレ に/ニ 対する/タイスル 父親/チチオヤ の/ノ 返答/ヘントウ だ/ダ 。/。	Synthetic wrong reading for 出る. Original annotation had 出/デ; the eval row intentionally changes it to 出/シュツ.	Manual split of Review: concrete yomi error is present and should be repairable from the available unit/context.
ja_cc_level2:0000000031:u0005:synthetic_review:038	Fix	Review	synthetic_bad_reading_injected	ここでは、年金のみの収入の人でも確定申告が必要な理由と還付金や住民税についてわかりやすくまとめています。	ここ/ココ で/デ は/ハ 、/、 年金/ネンキン のみ/ノミ の/ノ 収入/シュウニュウ の/ノ 人/ジン で/デ も/モ 確定/カクテイ 申告/シンコク が/ガ 必要/ヒツヨウ な/ナ 理由/リユウ と/ト 還付金/カンプキン や/ヤ 住民税/ジュウミンゼイ に/ニ つい/ツイ て/テ わかり/ワカリ やすく/ヤスク まとめ/マトメ て/テ い/イ ます/マス 。/。	Synthetic wrong reading for standalone 人. Original annotation had 人/ヒト; the eval row intentionally changes it to 人/ジン.	Manual split of Review: concrete yomi error is present and should be repairable from the available unit/context.
ja_cc_level2:0000000031:u0007:synthetic_review:039	Fix	Review	synthetic_bad_reading_injected	年金を受給しているいる全ての人が確定申告をしなければいけないとなると世の中のほとんどの高齢者が確定申告をしなければいけないということになります。	年金/ネンキン を/ヲ 受給/ジュキュウ し/シ て/テ いる/イル いる/イル 全て/スベテ の/ノ 人/ジン が/ガ 確定/カクテイ 申告/シンコク を/ヲ し/シ なけれ/ナケレ ば/バ いけ/イケ ない/ナイ と/ト なる/ナル と/ト 世の中/ヨノナカ の/ノ ほとんど/ホトンド の/ノ 高齢者/コウレイシャ が/ガ 確定/カクテイ 申告/シンコク を/ヲ し/シ なけれ/ナケレ ば/バ いけ/イケ ない/ナイ と/ト いう/イウ こと/コト に/ニ なり/ナリ ます/マス 。/。	Synthetic wrong reading for standalone 人. Original annotation had 人/ヒト; the eval row intentionally changes it to 人/ジン.	Manual split of Review: concrete yomi error is present and should be repairable from the available unit/context.
ja_cc_level2:0000000031:u0015:synthetic_review:040	Fix	Review	synthetic_bad_reading_injected	年金のみの収入しかない場合は、確定申告をする必要はないという制度ができたことで面倒な手続きがなくて安心している人も多いことかと思いますが実際のところ、確定申告をしないほうが損してしまうことも多いんですよね。	年金/ネンキン のみ/ノミ の/ノ 収入/シュウニュウ しか/シカ ない/ナイ 場合/バアイ は/ハ 、/、 確定/カクテイ 申告/シンコク を/ヲ する/スル 必要/ヒツヨウ は/ハ ない/ナイ と/ト いう/イウ 制度/セイド が/ガ でき/デキ た/タ こと/コト で/デ 面倒/メンドウ な/ナ 手続き/テツヅキ が/ガ なく/ナク て/テ 安心/アンシン し/シ て/テ いる/イル 人/ジン も/モ 多い/オオイ こと/コト か/カ と/ト 思い/オモイ ます/マス が/ガ 実際/ジッサイ の/ノ ところ/トコロ 、/、 確定/カクテイ 申告/シンコク を/ヲ し/シ ない/ナイ ほう/ホウ が/ガ 損し/ソンシ て/テ しまう/シマウ こと/コト も/モ 多い/オオイ ん/ン です/デス よ/ヨ ね/ネ 。/。	Synthetic wrong reading for standalone 人. Original annotation had 人/ヒト; the eval row intentionally changes it to 人/ジン.	Manual split of Review: concrete yomi error is present and should be repairable from the available unit/context.
ja_cc_level2:0000000032:u0014:synthetic_review:041	Fix	Review	synthetic_bad_reading_injected	間違いなく昭和を代表する名優の一人です。	間違い/マチガイ なく/ナク 昭和/ショウワ を/ヲ 代表/ダイヒョウ する/スル 名優/メイユウ の/ノ 一人/ジンリ です/デス 。/。	Synthetic wrong reading for standalone 人. Original annotation had 人/ヒト; the eval row intentionally changes it to 人/ジン.	Manual split of Review: concrete yomi error is present and should be repairable from the available unit/context.
ja_cc_level2:0000000032:u0017:synthetic_review:042	Fix	Review	synthetic_bad_reading_injected	弁護士であり、時には父の茂との法廷対決にもなる娘の柊葉子役には大物女優の名がずらりと並んでいます。	弁護士/ベンゴシ で/デ あり/アリ 、/、 時/ジ に/ニ は/ハ 父/チチ の/ノ 茂/シゲル と/ト の/ノ 法廷/ホウテイ 対決/タイケツ に/ニ も/モ なる/ナル 娘/ムスメ の/ノ 柊/ヒイラギ 葉子/ヨウコ 役/ヤク に/ニ は/ハ 大物/オオモノ 女優/ジョユウ の/ノ 名/ナ が/ガ ずらり/ズラリ と/ト 並ん/ナラン で/デ い/イ ます/マス 。/。	Synthetic wrong reading for standalone 時. Original annotation had 時/トキ; the eval row intentionally changes it to 時/ジ.	Manual split of Review: concrete yomi error is present and should be repairable from the available unit/context.
ja_cc_level2:0000000032:u0048:synthetic_review:043	Fix	Review	synthetic_bad_reading_injected	ドラマ黄金期に多数の名作を生みだし、現在に至るまで活躍を続ける日本を代表する脚本家の一人です。	ドラマ/ドラマ 黄金/オウゴン 期/キ に/ニ 多数/タスウ の/ノ 名作/メイサク を/ヲ 生みだし/ウミダシ 、/、 現在/ゲンザイ に/ニ 至る/イタル まで/マデ 活躍/カツヤク を/ヲ 続ける/ツヅケル 日本/ニッポン を/ヲ 代表/ダイヒョウ する/スル 脚本家/キャクホンカ の/ノ 一人/ジンリ です/デス 。/。	Synthetic wrong reading for standalone 人. Original annotation had 人/ヒト; the eval row intentionally changes it to 人/ジン.	Manual split of Review: concrete yomi error is present and should be repairable from the available unit/context.
ja_cc_level2:0000000033:u0012:synthetic_review:044	Fix	Review	synthetic_bad_reading_injected	休業、販売中止などの可能性がございますので、各店舗へご確認の上ご来店ください。	休業/キュウギョウ 、/、 販売/ハンバイ 中止/チュウシ など/ナド の/ノ 可能性/カノウセイ が/ガ ござい/ゴザイ ます/マス の/ノ で/デ 、/、 各/カク 店舗/テンポ へ/ヘ ご/ゴ 確認/カクニン の/ノ 上/ジョウ ご/ゴ 来店/ライテン ください/クダサイ 。/。	Synthetic wrong reading for standalone 上. Original annotation had 上/ウエ; the eval row intentionally changes it to 上/ジョウ.	Manual split of Review: concrete yomi error is present and should be repairable from the available unit/context.
ja_cc_level2:0000000037:u0038:synthetic_review:045	Fix	Review	synthetic_bad_reading_injected	こうしてロックが着実に復権されていく中、イギリスからの回答がオアシスだったのだ。	こう/コウ し/シ て/テ ロック/ロック が/ガ 着実/チャクジツ に/ニ 復権/フッケン さ/サ れ/レ て/テ いく/イク 中/チュウ 、/、 イギリス/イギリス から/カラ の/ノ 回答/カイトウ が/ガ オアシス/オアシス だっ/ダッ た/タ の/ノ だ/ダ 。/。	Synthetic wrong reading for standalone 中. Original annotation had 中/ナカ; the eval row intentionally changes it to 中/チュウ.	Manual split of Review: concrete yomi error is present and should be repairable from the available unit/context.
ja_cc_level2:0000000037:u0061:synthetic_review:046	Fix	Review	synthetic_bad_reading_injected	中には当然知っている人もいるだろうが、豚まんやアイスキャンデーに比べたらどうしても知名度は劣る。	中/ナカ に/ニ は/ハ 当然/トウゼン 知っ/シッ て/テ いる/イル 人/ジン も/モ いる/イル だろう/ダロウ が/ガ 、/、 豚まん/ブタマン や/ヤ アイス/アイス キャンデー/キャンデー に/ニ 比べ/クラベ たら/タラ どう/ドウ し/シ て/テ も/モ 知名度/チメイド は/ハ 劣る/オトル 。/。	Synthetic wrong reading for standalone 人. Original annotation had 人/ヒト; the eval row intentionally changes it to 人/ジン.	Manual split of Review: concrete yomi error is present and should be repairable from the available unit/context.
ja_cc_level2:0000000037:u0064:synthetic_review:047	Fix	Review	synthetic_bad_reading_injected	重量では豚まんの方が上。	重量/ジュウリョウ で/デ は/ハ 豚まん/ブタマン の/ノ 方/ホウ が/ガ 上/ジョウ 。/。	Synthetic wrong reading for standalone 上. Original annotation had 上/ウエ; the eval row intentionally changes it to 上/ジョウ.	Manual split of Review: concrete yomi error is present and should be repairable from the available unit/context.
ja_cc_level2:0000000037:u0068:synthetic_review:048	Fix	Review	synthetic_bad_reading_injected	全体に占める具材の割合なら、ちまきの方が明らかに上だろう。	全体/ゼンタイ に/ニ 占める/シメル 具材/グザイ の/ノ 割合/ワリアイ なら/ナラ 、/、 ちまき/チマキ の/ノ 方/ホウ が/ガ 明らか/アキラカ に/ニ 上/ジョウ だろう/ダロウ 。/。	Synthetic wrong reading for standalone 上. Original annotation had 上/ウエ; the eval row intentionally changes it to 上/ジョウ.	Manual split of Review: concrete yomi error is present and should be repairable from the available unit/context.
ja_cc_level2:0000000040:u0014:synthetic_review:049	Fix	Review	synthetic_bad_reading_injected	中のジャムもそんなに甘すぎないです。	中/チュウ の/ノ ジャム/ジャム も/モ そんな/ソンナ に/ニ 甘/アマ すぎ/スギ ない/ナイ です/デス 。/。	Synthetic wrong reading for standalone 中. Original annotation had 中/ナカ; the eval row intentionally changes it to 中/チュウ.	Manual split of Review: concrete yomi error is present and should be repairable from the available unit/context.
ja_cc_level2:0000000042:u0017:synthetic_review:050	Fix	Review	synthetic_bad_reading_injected	「めんどくさい」という感情は私たちが夢や目標に向かって、努力する時に妨害力として働きます。	「/「 めんどくさい/メンドクサイ 」/」 と/ト いう/イウ 感情/カンジョウ は/ハ 私たち/ワタシタチ が/ガ 夢/ユメ や/ヤ 目標/モクヒョウ に/ニ 向かっ/ムカッ て/テ 、/、 努力/ドリョク する/スル 時/ジ に/ニ 妨害/ボウガイ 力/リョク と/ト し/シ て/テ 働き/ハタラキ ます/マス 。/。	Synthetic wrong reading for standalone 時. Original annotation had 時/トキ; the eval row intentionally changes it to 時/ジ.	Manual split of Review: concrete yomi error is present and should be repairable from the available unit/context.
targeted_ambiguity:unresolved:0001	Ambiguous	Review	targeted_unresolved_context_ambiguity	ものすごく辛かったんじゃないかな。	ものすごく/モノスゴク 辛かっ/ツラカッ た/タ ん/ン じゃ/ジャ ない/ナイ か/カ な/ナ 。/。	Review-needed ambiguity: surrounding context is substantial enough to be nontrivial, but does not safely decide ツライ vs カライ.	Manual split of Review: target Japanese, but the available unit does not safely determine the intended reading.
targeted_ambiguity:unresolved:0002	Ambiguous	Review	targeted_unresolved_context_ambiguity	思っていたより辛いですね。	思っ/オモッ て/テ い/イ た/タ より/ヨリ 辛い/ツライ です/デス ね/ネ 。/。	Review-needed ambiguity: the sentence gives comparison context, but not enough to decide ツライ vs カライ.	Manual split of Review: target Japanese, but the available unit does not safely determine the intended reading.
targeted_ambiguity:unresolved:0003	Ambiguous	Review	targeted_unresolved_context_ambiguity	昨日のあれは本当に辛かったと思う。	昨日/キノウ の/ノ あれ/アレ は/ハ 本当/ホントウ に/ニ 辛かっ/ツラカッ た/タ と/ト 思う/オモウ 。/。	Review-needed ambiguity: deictic context makes the reading hard; the unit should remain reviewable.	Manual split of Review: target Japanese, but the available unit does not safely determine the intended reading.
targeted_ambiguity:unresolved:0004	Ambiguous	Review	targeted_unresolved_context_ambiguity	前の方がいいです。	前/マエ の/ノ 方/ホウ が/ガ いい/イイ です/デス 。/。	Review-needed ambiguity: 方/ホウ is plausible and probably preferred, but the unit alone does not fully exclude a person-sense カタ reading.	Manual split of Review: target Japanese, but the available unit does not safely determine the intended reading.
targeted_ambiguity:unresolved:0006	Ambiguous	Review	targeted_unresolved_context_ambiguity	こちらの方にお願いします。	こちら/コチラ の/ノ 方/ホウ に/ニ お願い/オネガイ し/シ ます/マス 。/。	Review-needed ambiguity: 方/ホウ as direction/side and 方/カタ as person are both possible in isolation.	Manual split of Review: target Japanese, but the available unit does not safely determine the intended reading.
targeted_ambiguity:unresolved:0007	Ambiguous	Review	targeted_unresolved_context_ambiguity	その市場は大きいです。	その/ソノ 市場/イチバ は/ハ 大きい/オオキイ です/デス 。/。	Review-needed ambiguity: 市場/イチバ and 市場/シジョウ are both possible without knowing whether this is a physical market or an economic market.	Manual split of Review: target Japanese, but the available unit does not safely determine the intended reading.
targeted_ambiguity:unresolved:0008	Ambiguous	Review	targeted_unresolved_context_ambiguity	新しい市場を探しています。	新しい/アタラシイ 市場/シジョウ を/ヲ 探し/サガシ て/テ い/イ ます/マス 。/。	Review-needed ambiguity: 市場/シジョウ is plausible in a business sense, but 市場/イチバ is not excluded by the unit alone.	Manual split of Review: target Japanese, but the available unit does not safely determine the intended reading.
targeted_ambiguity:unresolved:0009	Ambiguous	Review	targeted_unresolved_context_ambiguity	人気がありません。	人気/ニンキ が/ガ あり/アリ ませ/マセ ん/ン 。/。	Review-needed ambiguity: 人気/ニンキ and 人気/ヒトケ can both fit this short unit.	Manual split of Review: target Japanese, but the available unit does not safely determine the intended reading.
targeted_ambiguity:unresolved:0010	Ambiguous	Review	targeted_unresolved_context_ambiguity	人気のない道でした。	人気/ヒトケ の/ノ ない/ナイ 道/ミチ でし/デシ た/タ 。/。	Review-needed ambiguity: 人気/ヒトケ is likely, but 人気/ニンキ as an unpopular road is not impossible from the unit alone.	Manual split of Review: target Japanese, but the available unit does not safely determine the intended reading.
