unit_id	expected_status	label_source	eval_tags	text	rendered	note
ja_cc_level2:0000000025:u0042	OK	manual_dev_compact_false_positive_v1	compact_false_positive,dev_batch_0003,segmented_inflection_ok	お金がないので、モーテルに泊まりながら、立ち寄った街のバーやクラブで歌って稼ぐプランを練る。	お金/オカネ が/ガ ない/ナイ の/ノ で/デ 、/、 モーテル/モーテル に/ニ 泊まり/トマリ ながら/ナガラ 、/、 立ち寄っ/タチヨッ た/タ 街/マチ の/ノ バー/バー や/ヤ クラブ/クラブ で/デ 歌っ/ウタッ て/テ 稼ぐ/カセグ プラン/プラン を/ヲ 練る/ネル 。/。	Draft OK compact false-positive case: compact prompt over-reviewed, but full rendered yomi was visually checked as acceptable for first-pass triage.
ja_cc_level2:0000000025:u0043	OK	manual_dev_compact_false_positive_v1	compact_false_positive,dev_batch_0003,segmented_inflection_ok	しかし雇い入れてくれる店もなく、早くも挫折感を味わう。	しかし/シカシ 雇い入れ/ヤトイイレ て/テ くれる/クレル 店/ミセ も/モ なく/ナク 、/、 早く/ハヤク も/モ 挫折感/ザセツカン を/ヲ 味わう/アジワウ 。/。	Draft OK compact false-positive case: compact prompt over-reviewed, but full rendered yomi was visually checked as acceptable for first-pass triage.
ja_cc_level2:0000000025:u0044	OK	manual_dev_compact_false_positive_v1	compact_false_positive,dev_batch_0003,segmented_inflection_ok	やっとのことで歌の仕事にありつくアリスだが、気を許したDVの男(ハーヴェイ・カイテル)のせいで辞めざるを得ない。	やっと/ヤット の/ノ こと/コト で/デ 歌/ウタ の/ノ 仕事/シゴト に/ニ ありつく/アリツク アリス/アリス だ/ダ が/ガ 、/、 気/キ を/ヲ 許し/ユルシ た/タ DV/ディーブイ の/ノ 男/オトコ (/( ハーヴェイ/ハーヴェイ ・/・ カイテル/カイテル )/) の/ノ せい/セイ で/デ 辞め/ヤメ ざる/ザル を/ヲ 得/エ ない/ナイ 。/。	Draft OK compact false-positive case: compact prompt over-reviewed, but full rendered yomi was visually checked as acceptable for first-pass triage.
ja_cc_level2:0000000025:u0046	OK	manual_dev_compact_false_positive_v1	compact_false_positive,dev_batch_0003,segmented_inflection_ok	店の常連で牧場主の男(クリス・クリストファーソン)から気に入られるが、道中のこともあり一歩踏み出せない。	店/ミセ の/ノ 常連/ジョウレン で/デ 牧場/ボクジョウ 主/シュ の/ノ 男/オトコ (/( クリス/クリス ・/・ クリストファー/クリストファー ソン/ソン )/) から/カラ 気/キ に/ニ 入ら/イラ れる/レル が/ガ 、/、 道中/ドウチュウ の/ノ こと/コト も/モ あり/アリ 一歩/イッポ 踏み出せ/フミダセ ない/ナイ 。/。	Draft OK compact false-positive case: compact prompt over-reviewed, but full rendered yomi was visually checked as acceptable for first-pass triage.
ja_cc_level2:0000000025:u0052	OK	manual_dev_compact_false_positive_v1	compact_false_positive,dev_batch_0003,segmented_inflection_ok	逆に夢を取れば、愛は描けない。	逆/ギャク に/ニ 夢/ユメ を/ヲ 取れ/トレ ば/バ 、/、 愛/アイ は/ハ 描け/エガケ ない/ナイ 。/。	Draft OK compact false-positive case: compact prompt over-reviewed, but full rendered yomi was visually checked as acceptable for first-pass triage.
ja_cc_level2:0000000025:u0055	OK	manual_dev_compact_false_positive_v1	compact_false_positive,dev_batch_0003,segmented_inflection_ok	この一言で男が牧場を捨て、アリスと結ばれて、彼女の夢に協力していくという結末が決まった。	この/コノ 一言/ヒトコト で/デ 男/オトコ が/ガ 牧場/ボクジョウ を/ヲ 捨て/ステ 、/、 アリス/アリス と/ト 結ば/ムスバ れ/レ て/テ 、/、 彼女/カノジョ の/ノ 夢/ユメ に/ニ 協力/キョウリョク し/シ て/テ いく/イク と/ト いう/イウ 結末/ケツマツ が/ガ 決まっ/キマッ た/タ 。/。	Draft OK compact false-positive case: compact prompt over-reviewed, but full rendered yomi was visually checked as acceptable for first-pass triage.
ja_cc_level2:0000000025:u0060	OK	manual_dev_compact_false_positive_v1	compact_false_positive,dev_batch_0003,segmented_inflection_ok	しかし撮影がスケジュール通りに運ばず期限だけが迫った。	しかし/シカシ 撮影/サツエイ が/ガ スケジュール/スケジュール 通り/ドオリ に/ニ 運ば/ハコバ ず/ズ 期限/キゲン だけ/ダケ が/ガ 迫っ/セマッ た/タ 。/。	Draft OK compact false-positive case: compact prompt over-reviewed, but full rendered yomi was visually checked as acceptable for first-pass triage.
ja_cc_level2:0000000025:u0062	OK	manual_dev_compact_false_positive_v1	compact_false_positive,dev_batch_0003,segmented_inflection_ok	急いでリビングで撮影していると、夫婦はスタッフの間に割り込んで撮影をずっと眺め始めた。	急い/イソイ で/デ リビング/リビング で/デ 撮影/サツエイ し/シ て/テ いる/イル と/ト 、/、 夫婦/フウフ は/ハ スタッフ/スタッフ の/ノ 間/アイダ に/ニ 割り込ん/ワリコン で/デ 撮影/サツエイ を/ヲ ずっと/ズット 眺め/ナガメ 始め/ハジメ た/タ 。/。	Draft OK compact false-positive case: compact prompt over-reviewed, but full rendered yomi was visually checked as acceptable for first-pass triage.
ja_cc_level2:0000000025:u0068	OK	manual_dev_compact_false_positive_v1	compact_false_positive,dev_batch_0003,segmented_inflection_ok	父親の家系はカトリックを信仰するポーランド人で、母親の家系はジプシーの血を引くイギリス人だった。	父親/チチオヤ の/ノ 家系/カケイ は/ハ カトリック/カトリック を/ヲ 信仰/シンコウ する/スル ポーランド/ポーランド 人/ニン で/デ 、/、 母親/ハハオヤ の/ノ 家系/カケイ は/ハ ジプシー/ジプシー の/ノ 血/チ を/ヲ 引く/ヒク イギリス人/イギリスジン だっ/ダッ た/タ 。/。	Draft OK compact false-positive case: compact prompt over-reviewed, but full rendered yomi was visually checked as acceptable for first-pass triage.
ja_cc_level2:0000000025:u0076	OK	manual_dev_compact_false_positive_v1	compact_false_positive,dev_batch_0003,segmented_inflection_ok	その後ロンドンで『ロッキー･ホラー･ショー』など様々なミュージカルに出演する傍ら、ロイヤル･コート劇場の寸劇の舞台に立つようになる。	その/ソノ 後/ゴ ロンドン/ロンドン で/デ 『/『 ロッキー/ロッキー ･/･ ホラー/ホラー ･/･ ショー/ショー 』/』 など/ナド 様々/サマザマ な/ナ ミュージカル/ミュージカル に/ニ 出演/シュツエン する/スル 傍ら/カタワラ 、/、 ロイヤル/ロイヤル ･/･ コート/コート 劇場/ゲキジョウ の/ノ 寸劇/スンゲキ の/ノ 舞台/ブタイ に/ニ 立つ/タツ よう/ヨウ に/ニ なる/ナル 。/。	Draft OK compact false-positive case: compact prompt over-reviewed, but full rendered yomi was visually checked as acceptable for first-pass triage.
ja_cc_level2:0000000025:u0081	OK	manual_dev_compact_false_positive_v1	compact_false_positive,dev_batch_0003,segmented_inflection_ok	前作『緋文字』について、ヴェンダースは「完全な失敗作」と吐き捨てている。	前作/ゼンサク 『/『 緋/ヒ 文字/モジ 』/』 に/ニ つい/ツイ て/テ 、/、 ヴェンダース/ヴェンダース は/ハ 「/「 完全/カンゼン な/ナ 失敗/シッパイ 作/サク 」/」 と/ト 吐き捨て/ハキステ て/テ いる/イル 。/。	Draft OK compact false-positive case: compact prompt over-reviewed, but full rendered yomi was visually checked as acceptable for first-pass triage.
ja_cc_level2:0000000025:u0084	OK	manual_dev_compact_false_positive_v1	compact_false_positive,dev_batch_0003,segmented_inflection_ok	今やっていることは、恐らく間違ったジャンルの映画作りだと思ったりもした。	今/イマ やっ/ヤッ て/テ いる/イル こと/コト は/ハ 、/、 恐らく/オソラク 間違っ/マチガッ た/タ ジャンル/ジャンル の/ノ 映画/エイガ 作り/ツクリ だ/ダ と/ト 思っ/オモッ たり/タリ も/モ し/シ た/タ 。/。	Draft OK compact false-positive case: compact prompt over-reviewed, but full rendered yomi was visually checked as acceptable for first-pass triage.
ja_cc_level2:0000000025:u0087	OK	manual_dev_compact_false_positive_v1	compact_false_positive,dev_batch_0003,segmented_inflection_ok	青年リュディガー・フォーグラーと少女イェラ・ロットレンダーの二人が出演するシーンに何か閃くものを感じたのだ。	青年/セイネン リュディガー/リュディガー ・/・ フォーグラー/フォーグラー と/ト 少女/ショウジョ イェ/イェ ラ/ラ ・/・ ロット/ロット レンダー/レンダー の/ノ 二人/フタリ が/ガ 出演/シュツエン する/スル シーン/シーン に/ニ 何/ナニ か/カ 閃く/ヒラメク もの/モノ を/ヲ 感じ/カンジ た/タ の/ノ だ/ダ 。/。	Draft OK compact false-positive case: compact prompt over-reviewed, but full rendered yomi was visually checked as acceptable for first-pass triage.
ja_cc_level2:0000000025:u0099	OK	manual_dev_compact_false_positive_v1	compact_false_positive,dev_batch_0003,segmented_inflection_ok	ヴェンダースにはすでに映画の風景やそこで出逢う二人の姿が見えていたに違いない。	ヴェンダース/ヴェンダース に/ニ は/ハ すでに/スデニ 映画/エイガ の/ノ 風景/フウケイ や/ヤ そこ/ソコ で/デ 出逢う/デアウ 二人/フタリ の/ノ 姿/スガタ が/ガ 見え/ミエ て/テ い/イ た/タ に/ニ 違い/チガイ ない/ナイ 。/。	Draft OK compact false-positive case: compact prompt over-reviewed, but full rendered yomi was visually checked as acceptable for first-pass triage.
ja_cc_level2:0000000025:u0107	OK	manual_dev_compact_false_positive_v1	compact_false_positive,dev_batch_0003,segmented_inflection,segmented_inflection_ok	当時、熱愛中だったジュリーを助手席に乗せて車で走っていたとき、浮かんだ詞だったという。	当時/トウジ 、/、 熱愛/ネツアイ 中/チュウ だっ/ダッ た/タ ジュリー/ジュリー を/ヲ 助手席/ジョシュセキ に/ニ 乗せ/ノセ て/テ 車/クルマ で/デ 走っ/ハシッ て/テ い/イ た/タ とき/トキ 、/、 浮かん/ウカン だ/ダ 詞/シ だっ/ダッ た/タ と/ト いう/イウ 。/。	Draft OK compact false-positive case: compact prompt over-reviewed, but full rendered yomi was visually checked as acceptable for first-pass triage.
ja_cc_level2:0000000025:u0109	OK	manual_dev_compact_false_positive_v1	compact_false_positive,dev_batch_0003,segmented_inflection_ok	ジュリーの歌詞を書きながら、ジュリーの歌を聴きながら、音楽の世界を歩き続けて来たのは。	ジュリー/ジュリー の/ノ 歌詞/カシ を/ヲ 書き/カキ ながら/ナガラ 、/、 ジュリー/ジュリー の/ノ 歌/ウタ を/ヲ 聴き/キキ ながら/ナガラ 、/、 音楽/オンガク の/ノ 世界/セカイ を/ヲ 歩き/アルキ 続け/ツヅケ て/テ 来/キ た/タ の/ノ は/ハ 。/。	Draft OK compact false-positive case: compact prompt over-reviewed, but full rendered yomi was visually checked as acceptable for first-pass triage.
ja_cc_level2:0000000025:u0116	OK	manual_dev_compact_false_positive_v1	compact_false_positive,dev_batch_0003,segmented_inflection,segmented_inflection_ok	ロックミュージックにおいて考えられるドラムパターンは「彼が生前に叩き尽くした」とまで言われ、ミュージシャンの間では今でも崇拝されている存在だ。	ロック/ロック ミュージック/ミュージック に/ニ おい/オイ て/テ 考え/カンガエ られる/ラレル ドラム/ドラム パターン/パターン は/ハ 「/「 彼/カレ が/ガ 生前/セイゼン に/ニ 叩き/タタキ 尽くし/ツクシ た/タ 」/」 と/ト まで/マデ 言わ/イワ れ/レ 、/、 ミュージシャン/ミュージシャン の/ノ 間/アイダ で/デ は/ハ 今/イマ で/デ も/モ 崇拝/スウハイ さ/サ れ/レ て/テ いる/イル 存在/ソンザイ だ/ダ 。/。	Draft OK compact false-positive case: compact prompt over-reviewed, but full rendered yomi was visually checked as acceptable for first-pass triage.
ja_cc_level2:0000000025:u0119	OK	manual_dev_compact_false_positive_v1	compact_false_positive,dev_batch_0003,segmented_inflection_ok	彼が叩いた数ある名曲の中でも、その神がかったドラムプレイをたっぷり堪能できるインストゥルメンタル曲がある。	彼/カレ が/ガ 叩い/タタイ た/タ 数/カズ ある/アル 名曲/メイキョク の/ノ 中/ナカ で/デ も/モ 、/、 その/ソノ 神/カミ がかっ/ガカッ た/タ ドラム/ドラム プレイ/プレイ を/ヲ たっぷり/タップリ 堪能/タンノウ できる/デキル インストゥルメンタル/インストゥルメンタル 曲/キョク が/ガ ある/アル 。/。	Draft OK compact false-positive case: compact prompt over-reviewed, but full rendered yomi was visually checked as acceptable for first-pass triage.
ja_cc_level2:0000000025:u0122	OK	manual_dev_compact_false_positive_v1	compact_false_positive,dev_batch_0003,segmented_inflection_ok	そのステックさばきはもちろんのこと、目を見張るドラムテクニックの数々が披露される中、驚きの！	その/ソノ ステック/ステック さばき/サバキ は/ハ もちろん/モチロン の/ノ こと/コト 、/、 目/メ を/ヲ 見張る/ミハル ドラム/ドラム テクニック/テクニック の/ノ 数々/カズカズ が/ガ 披露/ヒロウ さ/サ れる/レル 中/ナカ 、/、 驚き/オドロキ の/ノ ！/！	Draft OK compact false-positive case: compact prompt over-reviewed, but full rendered yomi was visually checked as acceptable for first-pass triage.
ja_cc_level2:0000000025:u0126	OK	manual_dev_compact_false_positive_v1	compact_false_positive,dev_batch_0003,segmented_inflection_ok	インストゥルメンタル曲とはいえ、そのほとんどがドラムソロといったまさに前代未聞の楽曲なのだ。	インストゥルメンタル/インストゥルメンタル 曲/キョク と/ト は/ハ いえ/イエ 、/、 その/ソノ ほとんど/ホトンド が/ガ ドラム/ドラム ソロ/ソロ と/ト いっ/イッ た/タ まさに/マサニ 前代/ゼンダイ 未聞/ミモン の/ノ 楽曲/ガッキョク な/ナ の/ノ だ/ダ 。/。	Draft OK compact false-positive case: compact prompt over-reviewed, but full rendered yomi was visually checked as acceptable for first-pass triage.
ja_cc_level2:0000000025:u0132	OK	manual_dev_compact_false_positive_v1	compact_false_positive,dev_batch_0003,segmented_inflection_ok	この街名と州名を並べただけの曲タイトル。	この/コノ 街/マチ 名/ナ と/ト 州名/シュウメイ を/ヲ 並べ/ナラベ た/タ だけ/ダケ の/ノ 曲/キョク タイトル/タイトル 。/。	Draft OK compact false-positive case: compact prompt over-reviewed, but full rendered yomi was visually checked as acceptable for first-pass triage.
ja_cc_level2:0000000025:u0135	OK	manual_dev_compact_false_positive_v1	compact_false_positive,dev_batch_0003,segmented_inflection_ok	歴史に“たられば”はないが、もしもそのタイミングで彼らがデッカレコードのオーディションに受かっていたら…ビートルズはジョージ・マーティンとも出会うことなく違う運命を辿っていたのだろう。	歴史/レキシ に/ニ “/“ たられば/タラレバ ”/” は/ハ ない/ナイ が/ガ 、/、 もし/モシ も/モ その/ソノ タイミング/タイミング で/デ 彼/カレ ら/ラ が/ガ デッカ/デッカ レコード/レコード の/ノ オーディション/オーディション に/ニ 受かっ/ウカッ て/テ い/イ たら/タラ …/… ビートルズ/ビートルズ は/ハ ジョージ/ジョージ ・/・ マーティン/マーティン と/ト も/モ 出会う/デアウ こと/コト なく/ナク 違う/チガウ 運命/ウンメイ を/ヲ 辿っ/タドッ て/テ い/イ た/タ の/ノ だろう/ダロウ 。/。	Draft OK compact false-positive case: compact prompt over-reviewed, but full rendered yomi was visually checked as acceptable for first-pass triage.
ja_cc_level2:0000000022:u0036	Review	manual_dev_true_review_v1	dev_batch_0003,person_kata,person_kata_candidate	数多くいる女性のうちこんな方が男性に大人気。	数多く/カズオオク いる/イル 女性/ジョセイ の/ノ うち/ウチ こんな/コンナ 方/ホウ が/ガ 男性/ダンセイ に/ニ 大人気/ダイニンキ 。/。	Draft Review: person 方 is annotated ホウ where カタ is required.
ja_cc_level2:0000000024:u0008	Review	manual_dev_true_review_v1	dev_batch_0003,person_kata,person_kata_candidate	本サイトをご利用になる方（以下「ユーザー」といいます）のプライバシーを尊重し、ユーザーの個人情報（以下の定義に従います）の管理に細心の注意を払い、これを取扱うものとします。	本/ホン サイト/サイト を/ヲ ご利用/ゴリヨウ に/ニ なる/ナル 方/ホウ （/（ 以下/イカ 「/「 ユーザー/ユーザー 」/」 と/ト いい/イイ ます/マス ）/） の/ノ プライバシー/プライバシー を/ヲ 尊重/ソンチョウ し/シ 、/、 ユーザー/ユーザー の/ノ 個人/コジン 情報/ジョウホウ （/（ 以下/イカ の/ノ 定義/テイギ に/ニ 従い/シタガイ ます/マス ）/） の/ノ 管理/カンリ に/ニ 細心/サイシン の/ノ 注意/チュウイ を/ヲ 払い/ハライ 、/、 これ/コレ を/ヲ 取扱う/トリアツカウ もの/モノ と/ト し/シ ます/マス 。/。	Draft Review: person 方 is annotated ホウ where カタ is required.
ja_cc_level2:0000000025:u0063	Skip	manual_dev_skip_expansion_v1	dev_batch_0003,mixed_english_skip,numeric_blank	The post アリスの恋〜シングルマザーの前進していく力を描くロードムービーの名作 appeared first on TAP the POP.トレイシー･ウルマン、62歳。	The/ザ post/ポスト アリス/アリス の/ノ 恋/コイ 〜/〜 シングル/シングル マザー/マザー の/ノ 前進/ゼンシン し/シ て/テ いく/イク 力/チカラ を/ヲ 描く/エガク ロード/ロード ムービー/ムービー の/ノ 名作/メイサク appeared/appeared first/ファースト on/オン TAP/ティーエーピー the/ザ POP/ポップ ./. トレイシー/トレイシー ･/･ ウルマン/ウルマン 、/、 62/ 歳/サイ 。/。	Draft Skip: running English boilerplate is embedded as substantial non-target text.
ja_cc_level2:0000000037:u0014	Skip	manual_dev_skip_expansion_v1	dev_batch_0003,mixed_english_skip	has entered the chat = 上記の”～がチャットに参加しました”に当たるこのフレーズもミーム的な定型文ですね。	has/has entered/entered the/ザ chat/チャット =/= 上記/ジョウキ の/ノ ”/” ～/～ が/ガ チャット/チャット に/ニ 参加/サンカ し/シ まし/マシ た/タ ”/” に/ニ 当たる/アタル この/コノ フレーズ/フレーズ も/モ ミーム/ミーム 的/テキ な/ナ 定型/テイケイ 文/ブン です/デス ね/ネ 。/。	Draft Skip: the unit begins with an English phrase as running source text before Japanese explanation.
