review_status	expected_reading	item_id	surface	current_reading_hiragana	llm_reading	llm_raw_text	llm_parse_error	seed_source	feature_bucket	unit_id	token_surface	chunk_index	marked_text	note
		ja_cc_level2:0000000002:u0016:r0004c01	時	とき	とき	"{""時"":""とき""}"		stratified_queue_sample	single_kanji_context	ja_cc_level2:0000000002:u0016	時	0	そう、あの**時**、どの本を買おうかを迷った時、棚のすみっこのほうにペン習字の練習帳があったのを思い出したからなのです。	
		ja_cc_level2:0000000005:u0005:r0024c02	合	あ	あ	"{""合"":""あ""}"		stratified_queue_sample	okurigana_chunk	ja_cc_level2:0000000005:u0005	問い合わせ	1	※18：00〜8：00はFX取引・CFD取引および口座開設に関するお問い**合**わせのみ受け付けております。	
		ja_cc_level2:0000000002:u0008:r0006c01	本	ほん	ほん	"{""本"":""ほん""}"		stratified_queue_sample	single_kanji_context	ja_cc_level2:0000000002:u0008	本	0	棚には古めの**本**がずらりと並んでいました。	
		ja_cc_level2:0000000001:u0008:r0033c01	限	かぎ	かぎ	"{""限"":""かぎ""}"		stratified_queue_sample	okurigana_chunk	ja_cc_level2:0000000001:u0008	限りなく	0	もしもこの記事に書いてある方法でいっときを乗り越えたとしても、のちのち辛い思いをして後悔する日がくる可能性が**限**りなく高いです。	
		ja_cc_level2:0000000002:u0005:r0020c01	思	おも	おも	"{""思"":""おも""}"		stratified_queue_sample	okurigana_chunk	ja_cc_level2:0000000002:u0005	思い	0	もし同じようなモノを買うのなら、なるべくお客さんんが少ないお店で買おうと**思**いました。	
		ja_cc_level2:0000000004:u0001:r0012c02	上	あ	あ	"{""上"":""あ""}"		stratified_queue_sample	okurigana_chunk	ja_cc_level2:0000000004:u0001	立ち上げ	1	と思い、2017年7月に立ち**上**げた、参加型企画『力を合わせて全世界制覇』。	
		ja_cc_level2:0000000002:u0017:r0008c01	向	む	む	"{""向"":""む""}"		stratified_queue_sample	okurigana_chunk	ja_cc_level2:0000000002:u0017	向かっ	0	そうして、意気揚々と**向**かってみると、おばあさんが店番をやっていた昭和レトロのお店のシャッターには、・・・の張り紙があったのでした。	
		ja_cc_level2:0000000002:u0016:r0032c01	思	おも	おも	"{""思"":""おも""}"		stratified_queue_sample	okurigana_chunk	ja_cc_level2:0000000002:u0016	思い出し	0	そう、あの時、どの本を買おうかを迷った時、棚のすみっこのほうにペン習字の練習帳があったのを**思**い出したからなのです。	
		ja_cc_level2:0000000001:u0012:r0015c01	捨	す	す	"{""捨"":""す""}"		stratified_queue_sample	okurigana_chunk	ja_cc_level2:0000000001:u0012	捨て	0	リサイクルショップやブックオフに持って行ったり、いっそのこと**捨**ててしまったりですよね。	
		ja_cc_level2:0000000001:u0004:r0013c01	訪	おとず	おとず	"{""訪"":""おとず""}"		stratified_queue_sample	okurigana_chunk	ja_cc_level2:0000000001:u0004	訪れる	0	東京オリンピックが近くづくにつれて日増しに都内を**訪**れる外国人数が増えています。	
		ja_cc_level2:0000000002:u0002:r0013c01	残	のこ	のこ	"{""残"":""のこ""}"		stratified_queue_sample	okurigana_chunk	ja_cc_level2:0000000002:u0002	残っ	0	模したのではなく、昭和のお店がそのまま**残**っている感じです。	
		ja_cc_level2:0000000001:u0016:r0005c02	潰	つぶ	つぶ	"{""潰"":""つぶ""}"		stratified_queue_sample	okurigana_chunk	ja_cc_level2:0000000001:u0016	押し潰さ	1	恐怖と不安で押し**潰**されそうになってしまうものです。	
		ja_cc_level2:0000000002:u0003:r0022c01	大	おお	おお	"{""大"":""おお""}"		stratified_queue_sample	okurigana_chunk	ja_cc_level2:0000000002:u0003	大きく	0	売り上げがないお店で使ったお金は、その店にとっての売り上げで占める割合が**大**きく、貴重なお金になるからだということでした。	
		ja_cc_level2:0000000004:u0008:r0005c01	合	あ	あ	"{""合"":""あ""}"		stratified_queue_sample	okurigana_chunk	ja_cc_level2:0000000004:u0008	合わせ	0	みんなで力を**合**わせて全世界制覇しましょう！	
		ja_cc_level2:0000000005:u0004:r0012c01	選	えら	えら	"{""選"":""えら""}"		stratified_queue_sample	okurigana_chunk	ja_cc_level2:0000000005:u0004	選び	0	お客様のお問い合わせ種別に該当する番号をお**選**びください。	
		ja_cc_level2:0000000002:u0006:r0019c01	行	い	い	"{""行"":""い""}"		stratified_queue_sample	okurigana_chunk	ja_cc_level2:0000000002:u0006	行っ	0	そこでワタクシは、超運がいい日に、その昭和レトロのお店に**行**ったのでした。	
		ja_cc_level2:0000000002:u0016:r0009c01	買	か	か	"{""買"":""か""}"		stratified_queue_sample	okurigana_chunk	ja_cc_level2:0000000002:u0016	買おう	0	そう、あの時、どの本を**買**おうかを迷った時、棚のすみっこのほうにペン習字の練習帳があったのを思い出したからなのです。	
		ja_cc_level2:0000000002:u0007:r0014c01	入	はい	はい	"{""入"":""はい""}"		stratified_queue_sample	okurigana_chunk	ja_cc_level2:0000000002:u0007	入っ	0	さて、そのお店は、外見は文具店でしたが、**入**ってみると中は本屋さんでした。	
		ja_cc_level2:0000000005:u0005:r0022c01	関	かん	かん	"{""関"":""かん""}"		stratified_queue_sample	okurigana_chunk	ja_cc_level2:0000000005:u0005	関する	0	※18：00〜8：00はFX取引・CFD取引および口座開設に**関**するお問い合わせのみ受け付けております。	
